"id","subject","topic","subtopic","title","rule_text","current_buzzwords_json","corrected_buzzwords_json"
"4a98ee6e-ccc4-4519-bd4a-5785161dd6fb","Constitutional Law","Individual Rights","","Fundamental Rights","Fundamental rights include marriage, privacy, contraception, family relationships, child rearing, and interstate travel.","[""fundamental rights"",""marriage"",""privacy"",""contraception"",""family relationships"",""interstate travel""]","[""fundamental rights"",""marriage"",""privacy"",""contraception"",""family relationships"",""interstate travel""]"
"1b6653d8-c392-4b08-9f6f-c6afd7459300","Constitutional Law","Due Process","Fundamental Rights","Fundamental Rights and Strict Scrutiny","A law that substantially burdens a fundamental right is subject to strict scrutiny and must be narrowly tailored to serve a compelling governmental interest.","[""fundamental right"",""strict scrutiny"",""narrowly tailored"",""compelling interest""]","[""fundamental right"",""strict scrutiny"",""narrowly tailored"",""compelling interest""]"
"92701870-e9e8-4f3e-85b0-29d2b0d65776","Constitutional Law","Individual Rights","","Government Employment and Religion","The government may not condition public employment on religious belief or practice.","[""public employment"",""religious belief"",""religious practice""]","[""public employment"",""religious belief"",""religious practice""]"
"8d4c337e-89b6-47d2-89c9-9366a27e4b42","Constitutional Law","Individual Rights","","Hate Speech","Hate speech is generally protected unless it falls into an unprotected category such as incitement or true threats.","[""hate speech"",""protected"",""true threats""]","[""hate speech"",""protected"",""true threats""]"
"20933a0f-d943-4386-a93c-00b4745dfb56","Constitutional Law","Separation of Powers","Legislative and Executive Relations","Impeachment","The House has the sole power to impeach by majority vote, and the Senate tries impeachments and convicts by two-thirds vote; removal follows conviction.","[""House impeach"",""Senate try"",""two-thirds convict""]","[""House impeach"",""Senate try"",""two-thirds convict""]"
"654a64b3-22fe-41b3-a444-125d012438bd","Constitutional Law","Separation of Powers","","Impeachment","Federal officials may be impeached by the House of Representatives and convicted by the Senate for treason, bribery, or other high crimes and misdemeanors.","[""impeachment"",""House of Representatives"",""Senate"",""high crimes and misdemeanors""]","[""impeachment"",""House of Representatives"",""Senate"",""high crimes and misdemeanors""]"
"c8df6b89-7300-407d-be6b-5fef60259a77","Constitutional Law","First Amendment","Unprotected Speech","Incitement","Advocacy is unprotected incitement only if it is directed to producing imminent lawless action and is likely to produce such action.","[""imminent lawless action"",""directed to producing"",""likely to produce""]","[""imminent lawless action"",""directed to producing"",""likely to produce""]"
"510e803d-cdad-403d-b12c-d343f39efe6b","Constitutional Law","Individual Rights","","Incitement","Incitement is speech directed to producing imminent lawless action and likely to produce such action.","[""incitement"",""imminent lawless action"",""likely to produce""]","[""incitement"",""imminent lawless action"",""likely to produce""]"
"29340323-5ac4-4c08-96ae-91740f7155fc","Constitutional Law","Criminal Procedure Incorporation","Incorporation","Incorporated Bill of Rights","Most provisions of the Bill of Rights protecting individual liberties are incorporated against the states through the Fourteenth Amendment Due Process Clause.","[""incorporation"",""states"",""Fourteenth Amendment""]","[""incorporation"",""states"",""Fourteenth Amendment""]"
"57055685-6bc8-48dd-9278-6e081170007e","Constitutional Law","Equal Protection","Standards of Review","Intermediate Scrutiny","Under intermediate scrutiny, the government must show the classification is substantially related to an important governmental interest.","[""intermediate scrutiny"",""substantially related"",""important interest""]","[""intermediate scrutiny"",""substantially related"",""important interest""]"
"ebe310f7-f521-4d61-8cc0-17d236377225","Constitutional Law","Individual Rights","","Intermediate Scrutiny — Gender","Classifications based on gender are subject to intermediate scrutiny.","[""gender"",""intermediate scrutiny""]","[""gender"",""intermediate scrutiny""]"
"0c65e394-7c7d-46d3-a900-64cc35b706d9","Constitutional Law","Individual Rights","","Intermediate Scrutiny — Illegitimacy","Classifications based on illegitimacy are subject to intermediate scrutiny.","[""illegitimacy"",""intermediate scrutiny""]","[""illegitimacy"",""intermediate scrutiny""]"
"e03ef2fc-15da-4a38-920b-ffe8aaf67581","Constitutional Law","Individual Rights","","Intermediate Scrutiny — Standard","Under intermediate scrutiny, the government must show the law is substantially related to an important government interest.","[""intermediate scrutiny"",""substantially related"",""important government interest""]","[""intermediate scrutiny"",""substantially related"",""important government interest""]"
"daf6ce39-6c61-4141-8ba3-dd456dac5f8e","Constitutional Law","Judicial Review","","Judicial Power — Federal Courts","The judicial power of the United States is vested in the Supreme Court and inferior federal courts established by Congress.","[""judicial power"",""Supreme Court"",""inferior federal courts""]","[""judicial power"",""Supreme Court"",""inferior federal courts""]"
"94218d0d-34c9-403c-86ea-04b57121b31d","Constitutional Law","Judicial Review and Justiciability","Judicial Review","Judicial Review","The Supreme Court has authority to review the constitutionality of acts of Congress and executive actions and may invalidate governmental action that conflicts with the Constitution.","[""judicial review"",""unconstitutional"",""acts of Congress"",""executive actions""]","[""judicial review"",""unconstitutional"",""acts of Congress"",""executive actions""]"
"a328301e-b305-4ba0-9b4c-212c3f51a5ac","Constitutional Law","Judicial Review","","Judicial Review","Judicial review is the power of the federal courts to review the constitutionality of legislative and executive actions.","[""judicial review"",""federal courts"",""constitutionality"",""legislative actions"",""executive actions""]","[""judicial review"",""federal courts"",""constitutionality"",""legislative actions"",""executive actions""]"
"9af49360-ed50-4886-8438-f8aa7ab93e73","Constitutional Law","Judicial Review","","Judicial Review of Executive Action","Federal courts may review executive actions for constitutionality and compliance with federal law.","[""judicial review"",""executive actions"",""constitutionality""]","[""judicial review"",""executive actions"",""constitutionality""]"
"77ea6876-3af5-4751-acd1-f713956f940a","Constitutional Law","Takings Clause","Takings","Just Compensation","Just compensation is usually the fair market value of the property at the time of the taking.","[""just compensation"",""fair market value""]","[""just compensation"",""fair market value""]"
"933ce952-edf2-4aaf-a30a-95fba525f2aa","Constitutional Law","First Amendment","Religion","Laws Targeting Religion","A law that targets religion, discriminates among religions, or creates a system of individualized exemptions hostile to religion is subject to strict scrutiny.","[""targets religion"",""discriminates"",""individualized exemptions"",""strict scrutiny""]","[""targets religion"",""discriminates"",""individualized exemptions"",""strict scrutiny""]"
"cdf5ad69-f9a5-4b21-9a9d-5bef120359db","Constitutional Law","Separation of Powers","","Legislative Veto","Congress may not invalidate executive action through a legislative veto without bicameralism and presentment.","[""legislative veto"",""invalidate executive action"",""bicameralism"",""presentment""]","[""legislative veto"",""invalidate executive action"",""bicameralism"",""presentment""]"
"10bac97f-bcdc-4434-aed8-3902f2ca1f6f","Constitutional Law","Separation of Powers","Legislative and Executive Relations","Legislative Veto","A one-house or two-house legislative veto of executive action is unconstitutional because Congress must act through bicameralism and presentment unless the Constitution provides otherwise.","[""legislative veto"",""bicameralism"",""presentment""]","[""legislative veto"",""bicameralism"",""presentment""]"
"313a1d95-b3b2-44c8-911f-81ff1db0793a","Constitutional Law","Individual Rights","","Levels of Scrutiny — Overview","Equal protection challenges are analyzed under strict scrutiny, intermediate scrutiny, or rational basis review depending on the classification.","[""levels of scrutiny"",""strict scrutiny"",""intermediate scrutiny"",""rational basis""]","[""levels of scrutiny"",""strict scrutiny"",""intermediate scrutiny"",""rational basis""]"
